Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
AUS SHEPHERD,WHITE/BLACK,HARLEY,15239,Female,False,66,61,57.110864745011085,Large
LABRADOR RETRIEVER,CHOCOLATE,VADER,15239,Male,False,98,67,71.38216365307999,Large
GER SHEPHERD,BLACK,LUCKY,15132,Male,False,72,71,81.36481303930968,Large
YORKSHIRE TERRIER,BLACK/BROWN,COLBY JACK,15108,Male,False,30,8,6.085308056872038,Small
DOBERMAN PINSCHER,BROWN,ARPO PENG,15136,Male,False,23,93,87.36585365853658,Large
GOLDENDOODLE,BEIGE,BAILEE,15101,Female,False,44,72,71.67073954983923,Large
GOLDEN RETRIEVER,BROWN,MAPLE,15116,Female,False,87,57,64.81926121372031,Large
BOSTON TERRIER,Lilac,MAYA,15146,Female,False,172,15,16.468503937007874,Small
JACK RUSSEL TERRIER,SPOTTED,MISTY,15045,Female,False,145,10,10.99581589958159,Small
GER SHEPHERD,WHITE/BLACK/BROWN,SKYLER GOEHRING,15220,Female,False,105,80,81.36481303930968,Large
GOLDEN RETRIEVER,TAN,KENZIE,15037,Female,True,125,55,64.81926121372031,Large
POMERANIAN,BROWN,ROSCOE,15076,Male,False,53,5,4.028953229398664,Toy
GER SHORTHAIR POINT,SPOTTED,LENNY,15046,Male,True,66,62,62.642140468227424,Large
AUS SHEPHERD,MULTI,KHALI,15237,Female,False,128,52,57.110864745011085,Large
POODLE TOY,BLACK,KHLOE,15239,Female,False,49,4,3.995475113122172,Toy
GER SHEPHERD,BLACK/TAN,BENNY,15136,Male,False,39,89,81.36481303930968,Large
ROTTWEILER,BLACK/TAN,MACK,15236,Male,True,83,128,115.73399014778325,Giant
JACK RUSSEL TERRIER,WHITE/TAN,MOLLY,15131,Female,False,21,11,10.99581589958159,Small
PARSON RUSSELL TERR,BLACK/TAN,MAX,15131,Male,False,142,15,14.603174603174603,Small
FRENCH BULLDOG,BROWN,VOODOO,15235,Male,True,67,23,20.437100213219615,Medium
CHIHUAHUA,BROWN,ZOEY,15122,Female,True,95,3,4.020435069215557,Toy
ROTTWEILER,BLACK/TAN,CRUZ,15065,Male,False,28,128,115.73399014778325,Giant
AUS SHEPHERD,WHITE/BLACK/BROWN,MAXWELL,15227,Male,False,55,58,57.110864745011085,Large
LABRADOR RETRIEVER,YELLOW,ELLA,15101,Female,False,97,66,71.38216365307999,Large
GOLDENDOODLE,BROWN/GOLD,SAMMY,15101,Male,False,142,77,71.67073954983923,Large
GOLDENDOODLE,CREAM,ZOEY,15044,Female,False,142,64,71.67073954983923,Large
BORD COLLIE,WHITE/BLACK,ANDY,15202,Male,False,27,53,47.652482269503544,Large
AUS SHEPHERD,BLACK WITH WHITE,KONA,15241,Female,False,27,59,57.110864745011085,Large
AUS SHEPHERD,SPOTTED,ARIES,15108,Male,False,18,47,57.110864745011085,Large
AM PIT BULL TERRIER,BLUE,MAMA,15236,Female,False,112,56,62.09428223844282,Large
SCHNAUZER MIN,BLACK/BROWN,HOWIE,15228,Male,False,185,13,12.735135135135135,Small
COCKAPOO,BROWN,LOUIE,15044,Male,True,119,31,35.861111111111114,Medium
BOSTON TERRIER,BROWN,KING LOUIE,15057,Male,False,41,17,16.468503937007874,Small
BEAGLE,WHITE/BROWN,HANK,15146,Male,True,91,22,20.472150814053126,Medium
PARSON RUSSELL TERR,BRINDLE,MOXIE,15106,Female,False,144,13,14.603174603174603,Small
GER SHORTHAIR POINT,BROWN/LIVER,MOLLY,15044,Female,False,51,67,62.642140468227424,Large
PARSON RUSSELL TERR,WHITE,BELLA,15237,Female,False,33,15,14.603174603174603,Small
SCHNAUZER MIN,BLACK/GREY,ROCCO,15216,Male,False,30,13,12.735135135135135,Small
SCHNAUZER MIN,BLACK/GREY,VINNIE,15216,Male,False,107,13,12.735135135135135,Small
BEAGLE,WHITE/BLACK/BROWN,CHESSEY,15135,Female,False,60,20,20.472150814053126,Medium
BEAGLE,WHITE/BLACK/BROWN,WOTTLE,15135,Male,False,20,22,20.472150814053126,Medium
GOLDENDOODLE,CREAM,PENNY,15239,Female,False,102,59,71.67073954983923,Large
LABRADOR RETRIEVER,YELLOW,MAX,15237,Male,True,61,80,71.38216365307999,Large
ENG BULLDOG,WHITE/BRINDLE,HONEY,15239,Female,False,142,39,42.68345323741007,Medium
BOXER,WHITE/FAWN,PENNY,15102,Female,False,36,68,71.2519422863485,Large
BEAGLE,WHITE,SADIE,15102,Female,False,153,17,20.472150814053126,Medium
AUS CATTLE DOG,WHITE/BLACK/BROWN,SCARLETT,15131,Female,False,109,44,42.33974358974359,Medium
LABRADOR RETRIEVER,GOLD,JESSE,15202,Female,False,31,65,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,TOBY,15228,Male,False,129,86,71.38216365307999,Large
BOXER,WHITE/FAWN,HANK,15237,Male,False,162,73,71.2519422863485,Large
CHIHUAHUA,TAN,RUDY,15145,Male,False,51,4,4.020435069215557,Toy
CHIHUAHUA,WHITE,LUCY,15147,Female,False,59,4,4.020435069215557,Toy
GER SHORTHAIR POINT,WHITE/BROWN,HEIDI,15108,Female,False,143,64,62.642140468227424,Large
ENG SPRINGER SPANIE,WHITE/BLACK,MILLIE,15237,Female,False,106,41,44.726027397260275,Medium
GOLDEN RETRIEVER,RED/BLONDE,ABBY,15220,Female,False,35,63,64.81926121372031,Large
SIB HUSKY,WHITE/BLACK,NEKU FIRESTORM,15239,Male,False,136,56,52.40229885057471,Large
SIB HUSKY,WHITE/BROWN,LOKI,15239,Male,False,123,57,52.40229885057471,Large
GOLDENDOODLE,WHITE,FRANKLIN,15216,Male,False,45,78,71.67073954983923,Large
FRENCH BULLDOG,FAWN,PAISLEY,15090,Female,False,41,18,20.437100213219615,Medium
GER SHEPHERD,BLACK/BROWN,KING,15234,Male,True,143,78,81.36481303930968,Large
SHIH TZU,WHITE/BLACK/BROWN,SMORES,15106,Male,False,67,12,12.004834810636583,Small
HAVANESE,WHITE/BLACK,PABLO,15205,Male,False,138,10,10.14186046511628,Small
AM BULLDOG,WHITE,IZZY,15147,Female,False,141,40,46.11363636363637,Large
DACHSHUND,SPOTTED,SPARKY,15136,Male,False,65,23,22.387126019945605,Medium
POMERANIAN,WHITE/BROWN,LITTLE LADY,15084,Female,True,164,3,4.028953229398664,Toy
BORD COLLIE,WHITE/BLACK,CHASE,15108,Male,True,109,47,47.652482269503544,Large
LABRADOR RETRIEVER,BROWN,SADIE,15101,Female,False,117,67,71.38216365307999,Large
AM PIT BULL TERRIER,BROWN,CUPCAKE,15104,Female,True,77,66,62.09428223844282,Large
AM PIT BULL TERRIER,BROWN,SUGAR,15104,Female,True,83,57,62.09428223844282,Large
PARSON RUSSELL TERR,WHITE/TAN,CHESTNUT,15090,Female,False,20,13,14.603174603174603,Small
ROTTWEILER,BLACK/TAN,KING,15135,Male,False,59,103,115.73399014778325,Giant
CHIHUAHUA,BLACK/BROWN,TRUMP,15202,Male,False,24,5,4.020435069215557,Toy
AM PIT BULL TERRIER,BROWN,TOOTS,15146,Male,True,126,68,62.09428223844282,Large
SIB HUSKY,WHITE,JAX,15116,Male,True,36,48,52.40229885057471,Large
AUS SHEPHERD,WHITE/BLACK/BROWN,BELLA,15205,Female,False,62,53,57.110864745011085,Large
GOLDEN RETRIEVER,GOLD,WINNIE,15227,Female,True,80,62,64.81926121372031,Large
COCKER SPANIEL,WHITE/BROWN,FLEURY,15106,Female,False,153,25,26.53018372703412,Medium
GOLDEN RETRIEVER,YELLOW,PEACHES,15212,Female,False,118,64,64.81926121372031,Large
LABRADOR RETRIEVER,BLACK,BAXTER,15237,Male,False,62,82,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,TEAK,15236,Male,False,24,55,71.38216365307999,Large
HAVANESE,BLACK,ROXY,15237,Female,False,31,10,10.14186046511628,Small
BORD COLLIE,SPOTTED,COOPER,15025,Male,False,95,48,47.652482269503544,Large
FRENCH BULLDOG,SPOTTED,IZZY,15108,Female,True,85,17,20.437100213219615,Medium
SHIH TZU,MULTI,SNOOKI POOH,15122,Female,False,73,13,12.004834810636583,Small
ENG BULLDOG,WHITE/TAN,RIGGS,15215,Male,False,60,50,42.68345323741007,Medium
BOXER,FAWN,STORMY,15215,Male,False,132,60,71.2519422863485,Large
PARSON RUSSELL TERR,WHITE/BROWN,GRACE,15236,Female,False,148,13,14.603174603174603,Small
GER SHORTHAIR POINT,SALT/PEPPER,CHARLIE,15017,Male,False,72,58,62.642140468227424,Large
YORKSHIRE TERRIER,BLACK/BROWN,BUDDY,15120,Male,False,157,7,6.085308056872038,Small
LABRADOR RETRIEVER,YELLOW,TITAN,15143,Male,False,61,63,71.38216365307999,Large
SHETLAND SHEEPDOG,WHITE/BROWN,CHEVY,15236,Female,False,118,20,18.449101796407184,Small
GOLDEN RETRIEVER,BLONDE,STELLA,15044,Female,False,126,54,64.81926121372031,Large
LABRADOR RETRIEVER,BLONDE,DAISY,15044,Female,True,114,73,71.38216365307999,Large
COCKER SPANIEL,BUFF,JACKSON,15037,Male,False,153,31,26.53018372703412,Medium
GER SHEPHERD,BLACK/BROWN,BELLA,15122,Female,False,35,74,81.36481303930968,Large
BICHON FRISE,WHITE,TEDDY,15140,Female,False,123,13,13.739583333333334,Small
CHIHUAHUA,WHITE/TAN,ACE,15102,Male,False,91,4,4.020435069215557,Toy
GER SHEPHERD,BLACK/TAN,MIA,15215,Female,False,84,75,81.36481303930968,Large
GER SHEPHERD,BLACK,ONYX,15147,Male,True,95,66,81.36481303930968,Large
YORKSHIRE TERRIER,BLACK/BROWN,ROSIE,15143,Female,False,30,6,6.085308056872038,Small
PUGGLE,BROWN,LAYLA,15084,Female,False,65,17,15.64102564102564,Small
GOLDENDOODLE,TAN,MOLLY,15243,Female,False,24,65,71.67073954983923,Large
AM PIT BULL TERRIER,WHITE/BRINDLE,FAT BOY,15025,Male,True,118,64,62.09428223844282,Large
LABRADOR RETRIEVER,BROWN,LAINEY,15227,Female,False,135,67,71.38216365307999,Large
AM PIT BULL TERRIER,BROWN,KONA,15136,Female,False,77,63,62.09428223844282,Large
GER SHEPHERD,SABLE,FRITZ,15143,Male,False,27,81,81.36481303930968,Large
LABRADOR RETRIEVER,BROWN,DEACON,15044,Male,True,122,77,71.38216365307999,Large
BEAGLE,BLACK/TAN/WHITE,WINNIE,15216,Female,False,24,20,20.472150814053126,Medium
FRENCH BULLDOG,RED,EMBER LOUISE,15108,Female,False,18,20,20.437100213219615,Medium
GER SHEPHERD,BLACK/TAN,XANDER,15106,Male,False,110,92,81.36481303930968,Large
GOLDEN RETRIEVER,BROWN,HEATH,15122,Male,False,50,64,64.81926121372031,Large
MORKIE,WHITE/BROWN,LUCY,15237,Female,False,79,4,5.054421768707483,Toy
GOLDEN RETRIEVER,BLONDE,BESPIN,15108,Female,False,114,65,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,ADDIE,15090,Female,False,67,68,81.36481303930968,Large
CANE CORSO,BLUE,DIESEL,15146,Male,False,62,129,119.63068181818181,Giant
LABRADOR RETRIEVER,BROWN,FINIAN,15136,Male,False,42,76,71.38216365307999,Large
MORKIE,WHITE/BLACK/BROWN,GIZZY,15144,Female,False,161,4,5.054421768707483,Toy
GOLDEN RETRIEVER,BLONDE,CASPER,15044,Male,True,57,66,64.81926121372031,Large
ENG SPRINGER SPANIE,WHITE/BROWN,ROONEY,15241,Female,False,38,44,44.726027397260275,Medium
LABRADOR RETRIEVER,WHITE,ZEKE,15215,Female,False,118,66,71.38216365307999,Large
LABRADOR RETRIEVER,CHOCOLATE,BAILEY,15136,Female,False,85,66,71.38216365307999,Large
DACHSHUND,BLACK/TAN,BUCAROO,15216,Female,False,90,22,22.387126019945605,Medium
LABRADOR RETRIEVER,BLACK,GEORGIA,15044,Female,True,126,79,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,MARLEY,15136,Female,False,108,71,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,GYPSY,15227,Female,False,78,72,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,LOKI,15227,Male,False,70,76,71.38216365307999,Large
ROTTWEILER,BLACK/BROWN,KARMA,15135,Female,False,88,120,115.73399014778325,Giant
CHIHUAHUA,WHITE/BROWN,COOPER BAUMGARDNER,15102,Male,False,184,5,4.020435069215557,Toy
LABRADOR RETRIEVER,BLACK,MIA,15236,Female,False,20,66,71.38216365307999,Large
CAV KING CHAR SPANI,WHITE/BLACK,SORA,15238,Male,False,92,19,14.696850393700787,Small
MALTESE,SPOTTED,LEO,15209,Male,False,151,6,3.9972677595628414,Toy
BEAGLE,WHITE/BLACK/BROWN,BAXTER,15239,Male,False,74,26,20.472150814053126,Medium
LABRADOR RETRIEVER,CHOCOLATE,ZIGGY,15243,Male,False,63,79,71.38216365307999,Large
ROTTWEILER,BLACK,SADIE,15025,Female,False,72,114,115.73399014778325,Giant
LABRADOR RETRIEVER,BLACK,ROOKIE,15239,Male,False,33,65,71.38216365307999,Large
GER SHEPHERD,WHITE,STARBUCK,15131,Female,False,77,82,81.36481303930968,Large
AM PIT BULL TERRIER,WHITE/BLACK,GEMMA,15044,Female,False,26,65,62.09428223844282,Large
SHIH TZU,SPOTTED,BISCUIT,15147,Male,False,40,12,12.004834810636583,Small
DACHSHUND,BLACK/GREY,SHADOW,15139,Female,False,123,24,22.387126019945605,Medium
GER SHEPHERD,BLACK/BROWN,MAYA,15065,Female,False,92,86,81.36481303930968,Large
BEAGLE,WHITE/BLACK/BROWN,DAISY,15227,Female,False,165,20,20.472150814053126,Medium
BICHON FRISE,WHITE,ANGEL,15236,Female,False,87,13,13.739583333333334,Small
DACHSHUND,BROWN,DUKE,15051,Male,False,96,20,22.387126019945605,Medium
GER SHEPHERD,SABLE,CATO,15236,Male,False,83,101,81.36481303930968,Large
SHIH TZU,WHITE/BLACK/BROWN,RUBY,15228,Female,True,60,8,12.004834810636583,Small
AUS CATTLE DOG,SPOTTED,NOVA,15234,Female,False,22,40,42.33974358974359,Medium
AM PIT BULL TERRIER,FAWN,SHELBY,15229,Female,False,52,63,62.09428223844282,Large
ROTTWEILER,BLACK,JAYDA,15133,Female,False,99,105,115.73399014778325,Giant
BOSTON TERRIER,WHITE/BLACK,BULLITT,15106,Male,True,54,18,16.468503937007874,Small
AM STAFF TERRIER,WHITE/YELLOW,PEACH,15106,Female,False,99,73,61.66483516483517,Large
BOXER,BROWN,EMMIT POLLINO,15024,Male,False,82,58,71.2519422863485,Large
LABRADOR RETRIEVER,YELLOW,KELSO,15237,Female,False,85,72,71.38216365307999,Large
SHETLAND SHEEPDOG,SABLE/WHITE,CHARLIE,15065,Male,False,132,21,18.449101796407184,Small
BICHON FRISE,WHITE,DEXTER,15136,Male,False,136,14,13.739583333333334,Small
CAV KING CHAR SPANI,OTHER,CHLOE,15101,Female,True,130,13,14.696850393700787,Small
GER SHEPHERD,BLACK/BROWN,MAX,15024,Male,False,68,86,81.36481303930968,Large
ENG SPRINGER SPANIE,WHITE/BROWN,RHUE,15129,Female,False,140,38,44.726027397260275,Medium
SHIH TZU,WHITE/BROWN,WINSTON,15143,Male,False,168,10,12.004834810636583,Small
ENG BULLDOG,BRINDLE,WILLIE,15044,Male,False,48,34,42.68345323741007,Medium
GOLDENDOODLE,APRICOT,RANDY,15108,Male,False,48,70,71.67073954983923,Large
BOSTON TERRIER,WHITE/BROWN,ZIGGY,15131,Male,True,124,17,16.468503937007874,Small
GOLDEN RETRIEVER,WHITE,DEEDEE,15108,Female,False,27,64,64.81926121372031,Large
PUG,FAWN,CAPONE MALLEY,15235,Male,False,123,14,14.765407554671969,Small
AM PIT BULL TERRIER,GREY,LIDIA,15205,Female,False,130,60,62.09428223844282,Large
AM PIT BULL TERRIER,GREY,LUCY,15205,Female,False,49,58,62.09428223844282,Large
COCKER SPANIEL,WHITE/BLACK,HOLLI,15135,Female,False,159,23,26.53018372703412,Medium
AUS SHEPHERD,WHITE/BLACK/BROWN,MEELA,15236,Female,False,89,56,57.110864745011085,Large
W HGHLND WH TERRIER,WHITE,MISTY,15216,Female,False,82,15,16.637735849056604,Small
GER SHEPHERD,BLACK/TAN,LUNA,15205,Female,False,65,89,81.36481303930968,Large
BOXER,BROWN/FAWN,HANK,15237,Male,False,167,72,71.2519422863485,Large
SIB HUSKY,BLACK WITH WHITE,CALLIE,15236,Female,False,112,55,52.40229885057471,Large
CHIHUAHUA,TAN,CHLOE,15227,Female,False,24,3,4.020435069215557,Toy
BEAGLE,WHITE/BLACK/BROWN,KORI,15146,Male,False,118,22,20.472150814053126,Medium
GER SHEPHERD,BLACK/BROWN,GEO,15025,Male,False,41,90,81.36481303930968,Large
ENG BULLDOG,RED,DUDDY B EVERHART,15216,Male,True,22,46,42.68345323741007,Medium
GOLDEN RETRIEVER,GOLD,LAYLA,15135,Female,True,111,62,64.81926121372031,Large
GER SHEPHERD,BLACK/TAN,WILLOW,15147,Female,False,97,87,81.36481303930968,Large
GOLDENDOODLE,APRICOT,GINGER,15057,Female,False,132,65,71.67073954983923,Large
LABRADOR RETRIEVER,BLACK,HARLEY,15243,Female,False,104,67,71.38216365307999,Large
GREAT DANE,BROWN,KYLIE,15044,Female,False,25,135,152.86305732484075,Giant
LABRADOR RETRIEVER,BLACK,COLBY JAKE GRESE,15005,Male,False,57,69,71.38216365307999,Large
GER SHEPHERD,BLACK/BROWN,MARLEY,15205,Female,False,29,76,81.36481303930968,Large
DACHSHUND,BROWN,FALCON,15216,Male,False,19,26,22.387126019945605,Medium
GOLDEN RETRIEVER,OTHER,LACEY,15139,Female,False,25,67,64.81926121372031,Large
COCKAPOO,WHITE,OLIVER,15220,Male,False,152,39,35.861111111111114,Medium
POMERANIAN,BLONDE,THEODORE,15133,Male,False,81,5,4.028953229398664,Toy
POMERANIAN,BLONDE,ALVIN,15133,Male,False,51,4,4.028953229398664,Toy
AM STAFF TERRIER,BRINDLE,DRAKE,15243,Male,False,102,68,61.66483516483517,Large
CHIHUAHUA,WHITE/BROWN,POPPY,15144,Male,False,161,5,4.020435069215557,Toy
GOLDEN RETRIEVER,GOLD,BUCKY,15084,Male,False,79,67,64.81926121372031,Large
LABRADOR RETRIEVER,BROWN,GUNNER,15101,Male,False,100,77,71.38216365307999,Large
SIB HUSKY,WHITE/BLACK,NANUK,15101,Female,False,40,44,52.40229885057471,Large
WELSH CORGI PEMBROK,SPOTTED,MOCHI,15216,Female,False,87,31,33.037151702786375,Medium
GOLDEN RETRIEVER,GOLD,PARKER,15241,Male,False,45,73,64.81926121372031,Large
GER SHEPHERD,BLACK,HARLEY,15139,Female,False,84,78,81.36481303930968,Large
POODLE TOY,WHITE,NILES PARKER BRODERI,15102,Male,False,191,4,3.995475113122172,Toy
LABRADOR RETRIEVER,BROWN,REESE,15025,Female,False,110,57,71.38216365307999,Large
ENG SPRINGER SPANIE,WHITE/BROWN,MAX,15044,Male,False,122,53,44.726027397260275,Medium
GER SHEPHERD,BLACK/TAN,LIESL,15139,Female,False,127,82,81.36481303930968,Large
LABRADOR RETRIEVER,RED,RUBY,15024,Female,False,59,67,71.38216365307999,Large
BICHON FRISE,WHITE,HARPER PICARD,15071,Female,False,71,13,13.739583333333334,Small
GOLDEN RETRIEVER,GOLD,MAX,15116,Male,False,23,79,64.81926121372031,Large
AUS SHEPHERD,WHITE/BLACK/BROWN,MOLLY DOG,15102,Female,False,52,66,57.110864745011085,Large
MORKIE,BROWN,oliver,15202,Male,False,151,6,5.054421768707483,Toy
LABRADOR RETRIEVER,BLACK,BUDDY,15202,Male,False,112,60,71.38216365307999,Large
CHIHUAHUA,SALT/PEPPER,GIZMO,15241,Male,False,157,5,4.020435069215557,Toy
SHETLAND SHEEPDOG,TRI-COLOR,MIA,15044,Female,False,126,17,18.449101796407184,Small
SIB HUSKY,WHITE/BLACK,LUNA,15202,Female,False,132,44,52.40229885057471,Large
SHETLAND SHEEPDOG,SABLE/WHITE,LUCY,15120,Female,False,140,21,18.449101796407184,Small
GOLDEN RETRIEVER,GOLD,ELLIE,15235,Female,False,56,63,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,LUCY,15235,Female,False,51,71,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,MATTIE,15102,Female,False,73,53,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,JAYCEE,15102,Female,False,136,71,64.81926121372031,Large
LABRADOR RETRIEVER,YELLOW,SADIE,15136,Female,False,107,73,71.38216365307999,Large
BEAGLE,TRI-COLOR,BARRY,15243,Male,False,141,21,20.472150814053126,Medium
YORKSHIRE TERRIER,BLACK/TAN,DUKE,15108,Male,False,174,7,6.085308056872038,Small
GER SHEPHERD,BLACK/BROWN,JAKE,15133,Male,False,23,88,81.36481303930968,Large
GER SHORTHAIR POINT,WHITE/LIVER,COOPER,15024,Male,True,138,57,62.642140468227424,Large
GER SHEPHERD,BLACK/TAN,TUCKER,15147,Male,True,106,83,81.36481303930968,Large
COCKAPOO,BLACK,JET,15090,Male,False,72,35,35.861111111111114,Medium
BASSET HOUND,WHITE/TAN,CARLY,15102,Female,False,52,53,57.184357541899445,Large
COCKER SPANIEL,SPOTTED,RIGGS,15238,Male,False,123,29,26.53018372703412,Medium
ENG BULLDOG,WHITE/BROWN,SPUDS,15108,Male,False,90,46,42.68345323741007,Medium
BOSTON TERRIER,BRINDLE,SPENCER,15108,Male,False,37,17,16.468503937007874,Small
CHIHUAHUA,BROWN,GINO MYBEANO,15106,Male,True,55,5,4.020435069215557,Toy
POMERANIAN,BLACK,BRITNEY,15106,Female,True,165,4,4.028953229398664,Toy
COCKAPOO,APRICOT,OLIVER,15106,Male,False,103,35,35.861111111111114,Medium
GER SHEPHERD,BROWN,DUKE,15045,Male,True,88,84,81.36481303930968,Large
WELSH CORGI PEMBROK,WHITE/RED,TEEGAN,15024,Male,False,21,33,33.037151702786375,Medium
WELSH CORGI PEMBROK,WHITE/RED,MAXEN,15024,Male,False,126,35,33.037151702786375,Medium
GOLDEN RETRIEVER,GOLD,DUCHESS,15243,Female,False,100,52,64.81926121372031,Large
HAVANESE,WHITE/BLACK,PATCHES,15241,Male,False,125,10,10.14186046511628,Small
SHIH TZU,TAN,BLITZEN,15229,Male,False,186,11,12.004834810636583,Small
DACHSHUND,RED,ZOEY,15228,Female,False,55,23,22.387126019945605,Medium
DOBERMAN PINSCHER,BLACK,KATO,15136,Male,False,115,88,87.36585365853658,Large
SHIH TZU,WHITE/BLACK,OREO,15205,Male,False,43,12,12.004834810636583,Small
MALTESE,WHITE,BELLA,15238,Female,False,131,4,3.9972677595628414,Toy
GOLDEN RETRIEVER,GOLD,SADIE,15243,Female,True,47,58,64.81926121372031,Large
AUS CATTLE DOG,WHITE/BLACK,magpie,15241,Female,False,21,45,42.33974358974359,Medium
BEAGLE,WHITE,SAL,15136,Male,False,96,21,20.472150814053126,Medium
BOXER,BROWN,SUGAR RAY,15106,Male,False,167,73,71.2519422863485,Large
LABRADOR RETRIEVER,BROWN,CHARLIE,15227,Male,False,49,79,71.38216365307999,Large
PARSON RUSSELL TERR,WHITE/BROWN,SNUGGLES,15044,Female,False,175,13,14.603174603174603,Small
SHIH TZU,BLACK WITH WHITE,ROXY,15106,Female,False,59,10,12.004834810636583,Small
CAV KING CHAR SPANI,OTHER,DUCHESS,15057,Female,False,45,15,14.696850393700787,Small
GOLDEN RETRIEVER,TAN,DIESEL,15243,Male,False,26,87,64.81926121372031,Large
GOLDENDOODLE,WHITE/TAN,EDIE,15238,Female,False,44,74,71.67073954983923,Large
ROTTWEILER,BLACK/BROWN,TJ,15239,Male,True,43,106,115.73399014778325,Giant
LABRADOR RETRIEVER,BLACK,SHADY MCCOY,15135,Male,False,65,75,71.38216365307999,Large
MIN PINSCHER,BLACK/BROWN,VYCKY,15090,Female,False,171,7,7.959641255605381,Small
MIN PINSCHER,BLACK/BROWN,PENNY,15090,Female,False,20,8,7.959641255605381,Small
BEAGLE,TRI-COLOR,MAG,15044,Female,True,123,19,20.472150814053126,Medium
DACHSHUND,BROWN,SHELBY,15136,Female,False,112,21,22.387126019945605,Medium
GER SHORTHAIR POINT,BROWN,ROONEY,15243,Male,False,27,66,62.642140468227424,Large
BOXER,BROWN,CZARINA II,15106,Female,False,89,76,71.2519422863485,Large
GOLDEN RETRIEVER,WHITE,SULLIVAN,15243,Male,True,106,58,64.81926121372031,Large
JACK RUSSEL TERRIER,WHITE/BROWN,CHICO,15235,Male,True,62,11,10.99581589958159,Small
LABRADOR RETRIEVER,YELLOW,JAX LOCHIE,15101,Male,False,32,75,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,TOBY,15090,Male,False,125,61,64.81926121372031,Large
COCKER SPANIEL,BLACK/BROWN,AMBER,15136,Female,False,27,26,26.53018372703412,Medium
CHIHUAHUA,BLACK/BROWN,ROCKY,15136,Male,False,168,5,4.020435069215557,Toy
SIB HUSKY,WHITE/BLACK/GREY,CHEYENNE,15102,Female,False,132,51,52.40229885057471,Large
DACHSHUND,GREY,DOLLY RAE,15017,Female,False,133,25,22.387126019945605,Medium
PUG,BLACK/BROWN,ZIGGY,15239,Male,False,92,16,14.765407554671969,Small
MORKIE,WHITE,BAILEY BABY,15220,Male,False,66,4,5.054421768707483,Toy
COCKAPOO,WHITE/BLACK,OREO,15239,Female,False,166,31,35.861111111111114,Medium
COCKAPOO,WHITE/BLACK,SHILO,15239,Female,False,72,35,35.861111111111114,Medium
SHIH TZU,WHITE/BLACK,TUCKER,15241,Male,False,104,14,12.004834810636583,Small
MALTESE,WHITE,PICKLES,15241,Male,False,152,4,3.9972677595628414,Toy
AM STAFF TERRIER,WHITE,DEAN,15136,Male,False,118,60,61.66483516483517,Large
SHETLAND SHEEPDOG,WHITE/BROWN,LILY,15101,Female,False,48,15,18.449101796407184,Small
PUG,BROWN,PUGSLEY,15237,Male,False,148,17,14.765407554671969,Small
YORKSHIRE TERRIER,BLACK/TAN,RENESMAY,15126,Female,True,82,5,6.085308056872038,Small
YORKSHIRE TERRIER,BLACK/GOLD,ISABELLA,15122,Female,False,115,6,6.085308056872038,Small
CHIHUAHUA,WHITE/BLACK/BROWN,JETSON,15235,Male,False,19,5,4.020435069215557,Toy
YORKSHIRE TERRIER,BLACK/BROWN,MARCELLO,15108,Male,False,113,5,6.085308056872038,Small
YORKSHIRE TERRIER,BLACK/BROWN,RASCAL,15236,Male,False,50,7,6.085308056872038,Small
ENG BULLDOG,WHITE/RED,CESAR,15243,Male,False,96,47,42.68345323741007,Medium
GOLDENDOODLE,BROWN,DASH,15057,Male,False,113,82,71.67073954983923,Large
BORD COLLIE,WHITE/BLACK,MOLLY,15108,Female,False,32,47,47.652482269503544,Large
ENG BULLDOG,MULTI,CHOPPER DELANCEY,15106,Male,False,131,44,42.68345323741007,Medium
GOLDEN RETRIEVER,GOLD,GINGER,15332,Female,False,67,56,64.81926121372031,Large
BOSTON TERRIER,BLACK WITH WHITE,TANK,15235,Male,False,133,15,16.468503937007874,Small
